1610768120670|2|statement|connection 0|select * from test|select * from test
1611725558201|2|statement|connection 0|SELECT * FROM 		(SELECT id,authority_name AS oneName FROM system_authority WHERE parent=0) t1 		INNER JOIN 		(SELECT authority_name AS twoName,authority_url AS twoUrl,parent 		FROM system_authority WHERE parent!=0) t2 		ON t2.parent=t1.id|SELECT * FROM 		(SELECT id,authority_name AS oneName FROM system_authority WHERE parent=0) t1 		INNER JOIN 		(SELECT authority_name AS twoName,authority_url AS twoUrl,parent 		FROM system_authority WHERE parent!=0) t2 		ON t2.parent=t1.id
1611725558205|1|commit|connection 0||
1611725578173|1|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='root' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611725578174|1|commit|connection 0||
1611725578175|0|statement|connection 0|SELECT * FROM 		(SELECT id,authority_name AS oneName FROM system_authority WHERE parent=0) t1 		INNER JOIN 		(SELECT authority_name AS twoName,authority_url AS twoUrl,parent 		FROM system_authority WHERE parent!=0) t2 		ON t2.parent=t1.id|SELECT * FROM 		(SELECT id,authority_name AS oneName FROM system_authority WHERE parent=0) t1 		INNER JOIN 		(SELECT authority_name AS twoName,authority_url AS twoUrl,parent 		FROM system_authority WHERE parent!=0) t2 		ON t2.parent=t1.id
1611725578178|0|commit|connection 0||
1611725603558|0|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='admin' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611725603558|0|commit|connection 0||
1611725603560|1|statement|connection 0|SELECT * FROM 		(SELECT id,authority_name AS oneName FROM system_authority WHERE parent=0) t1 		INNER JOIN 		(SELECT authority_name AS twoName,authority_url AS twoUrl,parent 		FROM system_authority WHERE parent!=0) t2 		ON t2.parent=t1.id|SELECT * FROM 		(SELECT id,authority_name AS oneName FROM system_authority WHERE parent=0) t1 		INNER JOIN 		(SELECT authority_name AS twoName,authority_url AS twoUrl,parent 		FROM system_authority WHERE parent!=0) t2 		ON t2.parent=t1.id
1611725603563|1|commit|connection 0||
1611725622405|1|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='admin' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611725622411|0|commit|connection 0||
1611725622416|2|statement|connection 0|SELECT * FROM 		(SELECT id,authority_name AS oneName FROM system_authority WHERE parent=0) t1 		INNER JOIN 		(SELECT authority_name AS twoName,authority_url AS twoUrl,parent 		FROM system_authority WHERE parent!=0) t2 		ON t2.parent=t1.id|SELECT * FROM 		(SELECT id,authority_name AS oneName FROM system_authority WHERE parent=0) t1 		INNER JOIN 		(SELECT authority_name AS twoName,authority_url AS twoUrl,parent 		FROM system_authority WHERE parent!=0) t2 		ON t2.parent=t1.id
1611725622420|0|commit|connection 0||
1611757924276|0|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='admin' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611757924281|0|commit|connection 0||
1611757924286|2|statement|connection 0|SELECT * FROM 		(SELECT id,authority_name AS oneName FROM system_authority WHERE parent=0) t1 		INNER JOIN 		(SELECT authority_name AS twoName,authority_url AS twoUrl,parent 		FROM system_authority WHERE parent!=0) t2 		ON t2.parent=t1.id|SELECT * FROM 		(SELECT id,authority_name AS oneName FROM system_authority WHERE parent=0) t1 		INNER JOIN 		(SELECT authority_name AS twoName,authority_url AS twoUrl,parent 		FROM system_authority WHERE parent!=0) t2 		ON t2.parent=t1.id
1611757924290|0|commit|connection 0||
1611758209982|1|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='admin' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611758209986|0|commit|connection 0||
1611758209994|5|statement|connection 0|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = ?) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = ?) t2     ON t1.id = t2.parent|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = NULL) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = NULL) t2     ON t1.id = t2.parent
1611758209995|0|commit|connection 0||
1611758239418|0|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='admin' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611758239423|0|commit|connection 0||
1611758239431|5|statement|connection 0|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = ?) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = ?) t2     ON t1.id = t2.parent|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = NULL) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = NULL) t2     ON t1.id = t2.parent
1611758239432|0|commit|connection 0||
1611758248653|1|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='root' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611758248653|0|commit|connection 0||
1611758248655|0|statement|connection 0|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = ?) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = ?) t2     ON t1.id = t2.parent|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = NULL) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = NULL) t2     ON t1.id = t2.parent
1611758248656|0|commit|connection 0||
1611758280792|1|statement|connection 0|select * from rooms|select * from rooms
1611758427622|0|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='root' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611758427627|1|commit|connection 0||
1611758427635|5|statement|connection 0|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = ?) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = ?) t2     ON t1.id = t2.parent|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = 1) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = 1) t2     ON t1.id = t2.parent
1611758427637|0|commit|connection 0||
1611758476611|0|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='root' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611758476612|1|commit|connection 0||
1611758476614|1|statement|connection 0|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = ?) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = ?) t2     ON t1.id = t2.parent|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = 1) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = 1) t2     ON t1.id = t2.parent
1611758476615|0|commit|connection 0||
1611758492247|0|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='admin' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611758492247|0|commit|connection 0||
1611758492250|1|statement|connection 0|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = ?) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = ?) t2     ON t1.id = t2.parent|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = 2) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = 2) t2     ON t1.id = t2.parent
1611758492250|0|commit|connection 0||
1611758576303|0|commit|connection 0||
1611758617355|0|commit|connection 0||
1611758619130|0|commit|connection 0||
1611758629806|1|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='root' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611758629812|1|commit|connection 0||
1611758629821|5|statement|connection 0|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = ?) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = ?) t2     ON t1.id = t2.parent|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = 1) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = 1) t2     ON t1.id = t2.parent
1611758629823|1|commit|connection 0||
1611758691660|0|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='root' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611758691664|1|commit|connection 0||
1611758691669|3|statement|connection 0|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = ?) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = ?) t2     ON t1.id = t2.parent|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = 1) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = 1) t2     ON t1.id = t2.parent
1611758691671|0|commit|connection 0||
1611758734686|1|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='admin' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611758734690|0|commit|connection 0||
1611758734696|3|statement|connection 0|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = ?) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = ?) t2     ON t1.id = t2.parent|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = 2) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = 2) t2     ON t1.id = t2.parent
1611758734697|0|commit|connection 0||
1611758743548|0|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='root' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611758743549|0|commit|connection 0||
1611758743551|0|statement|connection 0|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = ?) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = ?) t2     ON t1.id = t2.parent|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = 1) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = 1) t2     ON t1.id = t2.parent
1611758743553|0|commit|connection 0||
1611758814464|2|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='root' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611758814469|0|commit|connection 0||
1611758814475|4|statement|connection 0|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = ?) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = ?) t2     ON t1.id = t2.parent|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = 1) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = 1) t2     ON t1.id = t2.parent
1611758814477|1|commit|connection 0||
1611758861633|1|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='root' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611758861636|0|commit|connection 0||
1611758861644|5|statement|connection 0|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = ?) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = ?) t2     ON t1.id = t2.parent|SELECT * FROM     (SELECT sa.id, sa.authority_name AS oneName FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent = 0 AND su.id = 1) t1     INNER JOIN     (SELECT sa.authority_name AS twoName, sa.authority_url AS  twoUrl, sa.parent FROM system_user su INNER JOIN user_authority ua     ON su.id=ua.user_id INNER JOIN system_authority sa     ON sa.id=ua.authority_id WHERE parent != 0 AND su.id = 1) t2     ON t1.id = t2.parent
1611758861647|1|commit|connection 0||
1611758954656|1|statement|connection 0|SELECT id FROM system_user WHERE username=? AND pwd=?|SELECT id FROM system_user WHERE username='root' AND pwd='d5d23b080c52f070e3dc61821f325c7d'
1611758954657|1|commit|connection 0||
